NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
9023 83,Allocated,Square 1 Communications Limited,10 digit numbers,06/01/2017
9023 85,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 86,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 87,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 89,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 90,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 91,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 92,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 93,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 94,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 95,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 96,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 97,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 98,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 99,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,08/07/2016
9030 00,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 01,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 02,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 03,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 04,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 05,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 06,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 07,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 08,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 09,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 10,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 11,Allocated,Connect Telecom UK Limited,10 digit numbers,23/11/2007
9030 12,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 13,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9030 14,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 15,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 16,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 17,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 18,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 19,Allocated,Sound Advertising Ltd,10 digit numbers,23/01/2008
9030 20,Allocated,Net-Work Internet Ltd,10 digit numbers,29/11/2007
9030 21,Allocated,Voiceflex Limited,10 digit numbers,11/12/2007
9030 22,Allocated,Net-Work Internet Ltd,10 digit numbers,29/11/2007
9030 23,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 24,Allocated,Sound Advertising Ltd,10 digit numbers,23/01/2008
9030 25,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 26,Allocated,Sound Advertising Ltd,10 digit numbers,23/01/2008
9030 27,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 28,Allocated,Sound Advertising Ltd,10 digit numbers,23/01/2008
9030 29,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 30,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 31,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 32,Allocated,4D Interactive Ltd,10 digit numbers,11/02/2008
9030 33,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 34,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 35,Allocated,4D Interactive Ltd,10 digit numbers,29/01/2008
9030 50,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 51,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 52,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 53,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 54,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 55,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 56,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 57,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 58,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 59,Allocated,Assume Nothing Limited,10 digit numbers,14/02/2008
9030 77,Allocated,4D Interactive Ltd,10 digit numbers,29/02/2008
9030 86,Allocated,Mars Communications Limited,10 digit numbers,22/02/2012
9030 87,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 88,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 89,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 90,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 91,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 92,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 93,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 94,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 95,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 96,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 97,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 98,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9030 99,Allocated,Mars Communications Limited,10 digit numbers,09/04/2014
9031 00,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 01,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 02,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 03,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 04,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 05,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 06,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 07,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 08,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 09,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 10,Allocated,Mars Communications Limited,10 digit numbers,26/06/2012
9031 11,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 12,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 13,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 14,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 15,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 16,Allocated,Mars Communications Limited,10 digit numbers,09/07/2012
9031 17,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 18,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 19,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 20,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 21,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 22,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 23,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 24,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 25,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 26,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 27,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 28,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 29,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 30,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 31,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 32,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 33,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 34,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 35,Allocated,Mars Communications Limited,10 digit numbers,12/03/2008
9031 36,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9031 37,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9031 38,Allocated,Mars Communications Limited,10 digit numbers,12/03/2012
9031 40,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9031 41,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9031 42,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9031 43,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9032 33,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 34,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 35,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 36,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 37,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 38,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 39,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 40,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 41,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 42,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 43,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 44,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 45,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 46,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 47,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 48,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 49,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 50,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 51,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 52,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 53,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 54,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 55,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 56,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 57,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 58,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 59,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 60,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 61,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 62,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 63,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 64,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 65,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 66,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 67,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 68,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 69,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 70,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 71,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 72,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 73,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 74,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9032 75,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 76,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 77,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 78,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 79,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 80,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 81,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 82,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 83,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 84,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 85,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 86,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 87,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 88,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 89,Allocated,Nodemax Limited,10 digit numbers,23/05/2008
9032 99,Allocated,Net-Work Internet Ltd,10 digit numbers,30/06/2008
9033 55,Allocated,Net-Work Internet Ltd,10 digit numbers,21/07/2008
9034 38,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 39,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 40,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 41,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 42,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 43,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 44,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 45,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 46,Allocated,Liquid 11 Limited,10 digit numbers,18/12/2008
9034 47,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 48,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 49,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 50,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 51,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 52,Allocated,Core Telecom Limited,10 digit numbers,03/02/2009
9034 53,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9034 54,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9034 55,Quarantined,,10 digit numbers,
9034 57,Quarantined,,10 digit numbers,
9034 72,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9034 73,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9034 74,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9034 75,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9035 00,Quarantined,,10 digit numbers,
9035 01,Quarantined,,10 digit numbers,
9035 02,Quarantined,,10 digit numbers,
9035 03,Quarantined,,10 digit numbers,
9035 05,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 09,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 11,Allocated,24 Seven Communications Limited,10 digit numbers,14/10/2009
9035 13,Allocated,Business Broadcast Communications Limited,10 digit numbers,19/10/2009
9035 15,Allocated,24 Seven Communications Limited,10 digit numbers,14/10/2009
9035 17,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 19,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 20,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 21,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 22,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 23,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 24,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 25,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 26,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 27,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 28,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 29,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 30,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 31,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 32,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 33,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 34,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 35,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 36,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 37,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 38,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 39,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 40,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 41,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 42,Allocated,Business Broadcast Communications Limited,10 digit numbers,20/10/2009
9035 43,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 44,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 45,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 46,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 47,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 48,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 49,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 50,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 51,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 52,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 53,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 54,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 55,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 56,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 57,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9035 74,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9035 75,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9035 76,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9035 77,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9035 78,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9035 79,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9035 80,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
